Sales Invoice Enquiry as of 17/06/2026,,,,,
Transaction No.,Completed Date,Due Date,Customer Code,Customer Name,Total
SI-00090677/1,26/06/2024,26/06/2024,AC059,Annabelle & Co - Southgate,802.75
SI-00090680,20/06/2024,27/06/2024,CFJ255,Crown Family Jewellers,47.30
SI-00090686,16/07/2024,15/08/2024,MJ708,Mario's Jewellers,"1,505.57"
SI-00090690,06/08/2024,06/08/2024,CN221,Claire and Nick,"2,035.00"
SI-00090708/1,13/12/2024,09/01/2025,SCJ001,Simon Curwood Jewellers,576.65
SI-00090726,21/06/2024,21/07/2024,I048A,IJC- Lydia's Jewellers,659.47
SI-00090729,22/07/2024,21/08/2024,AJW093,Atlas Jewellers - Wetherill Park,"3,781.29"
SI-00090737,21/06/2024,21/07/2024,BGJ109,B & G Jewellery,369.17
SI-00090738,26/06/2024,26/07/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,77.00
SI-00090739,02/07/2024,01/08/2024,S235,SC- Criterion Jewellers,0.00
SI-00090740,01/07/2024,01/07/2024,GFJ410,Gemara Fine Jewellers,"8,509.87"
SI-00090751,21/06/2024,21/07/2024,BGJ109,B & G Jewellery,125.97
SI-00090764,21/06/2024,21/07/2024,I014A,IJC- Aspire Jewellery - Swan Hill,"1,111.53"
SI-00090779,17/06/2024,17/06/2024,RJC960,Ronald J Crisp Pty Ltd,260.96
SI-00090789,17/06/2024,17/06/2024,TJE1130,Temelli Jewellery Eastland,207.58
SI-00090794,17/06/2024,17/07/2024,SJ003,Speirs Jewellers,"20,940.95"
SI-00090796,17/06/2024,17/06/2024,JH567,Jim Hughes & Sons,181.28
SI-00090797,17/06/2024,17/07/2024,RJ957,Romano's Jewellers,757.70
SI-00090798,17/06/2024,17/07/2024,SIJ001,St Ives Jewellers,383.67
SI-00090799,17/06/2024,17/07/2024,M756,Miagem,468.34
SI-00090800,17/06/2024,17/07/2024,AJ027,Aldo Jewellers,"3,871.08"
SI-00090801,17/06/2024,17/07/2024,CLJ212,Chris Lewis Jewellers,553.33
SI-00090803,17/06/2024,17/06/2024,RCM001,Robert Cliff Master Jewellers,"1,946.71"
SI-00090804,17/06/2024,17/06/2024,CMP205,Cassandra Mamone Pty Ltd,186.75
SI-00090805,18/06/2024,18/06/2024,ATG001,Argiro Tonia & Greg,300.00
SI-00090806,21/06/2024,21/06/2024,DJ321,DJ Jewellers,"1,618.23"
SI-00090807,18/06/2024,18/07/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,"1,424.03"
SI-00090808,18/06/2024,18/06/2024,SFF985,Saffour,209.56
SI-00090809,15/07/2024,14/08/2024,SJ003,Speirs Jewellers,843.02
SI-00090810,19/06/2024,19/06/2024,EJ365,Evita Jewellery,568.17
SI-00090811,19/06/2024,19/06/2024,LRJ679,Luke Rose Jewellery,"3,068.54"
SI-00090812,19/06/2024,19/07/2024,I020A,IJC- Pettits Jewellers,0.00
SI-00090813,21/08/2024,21/08/2024,CMP205,Cassandra Mamone Pty Ltd,520.15
SI-00090814,20/06/2024,20/06/2024,AJ107,Avony Jewellers,"5,788.75"
SI-00090815,21/06/2024,21/06/2024,JA552,Jewellery Ambre,123.01
SI-00090816,24/06/2024,24/07/2024,DWJ307,Diamond World Jewellers,"5,437.46"
SI-00090817,21/06/2024,21/07/2024,JGW551,Jewellery & Gift Warehouse,420.19
SI-00090818,24/06/2024,24/07/2024,CLJ212,Chris Lewis Jewellers,941.55
SI-00090819,21/06/2024,21/07/2024,S303,SC- Micheli Eurogold,734.34
SI-00090820,24/06/2024,24/06/2024,CAV001,Cavetta,265.45
SI-00090821,24/06/2024,01/07/2024,FD001,Forever Diamonds Pty Ltd,"1,913.08"
SI-00090822,24/06/2024,24/07/2024,S170,SC- Crown Diamond Jewellers,191.85
SI-00090823,24/06/2024,01/07/2024,FD001,Forever Diamonds Pty Ltd,"1,817.43"
SI-00090824,24/06/2024,24/07/2024,SJ1063,Simons Jewellery - Wollongong,"3,656.84"
SI-00090825,25/06/2024,25/06/2024,JKJ585,Joseph King Jewellery,"2,282.95"
SI-00090826,24/06/2024,24/06/2024,CJ243,Corowa Jewellery,254.06
SI-00090827,25/06/2024,25/07/2024,S356,SC- Tighe Jewellery Studio,884.71
SI-00090828,25/06/2024,25/07/2024,PJM001,P.J. My Gem Fine Jewellers,598.49
SI-00090829,27/06/2024,27/07/2024,SIJ001,St Ives Jewellers,780.73
SI-00090830,02/07/2024,01/08/2024,DHJ301,Diamond Hill Jewellers of Warriewood,"2,346.66"
SI-00090831,26/06/2024,26/07/2024,MKW790,Mr K Watches & Jewellery,680.62
SI-00090832,25/06/2024,25/07/2024,PJM001,P.J. My Gem Fine Jewellers,376.99
SI-00090833,25/06/2024,25/07/2024,PJM001,P.J. My Gem Fine Jewellers,403.79
SI-00090834,26/06/2024,03/07/2024,FD001,Forever Diamonds Pty Ltd,292.60
SI-00090835,26/06/2024,26/07/2024,RD917,Raphael's Designs,349.61
SI-00090836,26/06/2024,26/07/2024,RD917,Raphael's Designs,736.94
SI-00090837,26/06/2024,26/07/2024,S151,SC- Atlas Jewellers - Casula,125.24
SI-00090838,26/06/2024,26/07/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,0.00
SI-00090839,26/06/2024,26/06/2024,CMP205,Cassandra Mamone Pty Ltd,168.16
SI-00090841,26/06/2024,26/07/2024,S054,SC- Selig's Caloundra Jewellers,335.84
SI-00090842,08/07/2024,07/08/2024,PJM001,P.J. My Gem Fine Jewellers,668.93
SI-00090843,26/06/2024,26/07/2024,VDJ1205,Victor Design Jewellers,862.77
SI-00090844,03/07/2024,03/07/2024,ESJ359,Evans & Sons Jewellers-Ambarvale,483.10
SI-00090845,27/06/2024,27/07/2024,PP852,Paton's Place,584.28
SI-00090846,27/06/2024,27/07/2024,PP852,Paton's Place,"37,582.59"
SI-00090846/1,01/07/2024,31/07/2024,PP852,Paton's Place,6.85
SI-00090847,27/06/2024,27/07/2024,JGW551,Jewellery & Gift Warehouse,290.04
SI-00090848,27/06/2024,27/06/2024,AC058,Annabelle & Co - Wetherill Park,"3,748.38"
SI-00090849,27/06/2024,27/06/2024,AC059,Annabelle & Co - Southgate,"2,755.94"
SI-00090850,28/06/2024,05/07/2024,FD001,Forever Diamonds Pty Ltd,"1,180.63"
SI-00090851,28/06/2024,28/07/2024,I075A,IJC- Just B Jewellery,305.75
SI-00090852,28/06/2024,28/07/2024,JFJ538,JC Fine Jewellers,"10,827.48"
SI-00090853,02/07/2024,02/07/2024,AC057,Annabelle & Co - West Ryde,"1,068.17"
SI-00090854,01/07/2024,31/07/2024,AB029,Alex Bros,65.50
SI-00090855,01/07/2024,31/07/2024,PP852,Paton's Place,"37,589.44"
SI-00090856,02/07/2024,09/07/2024,CFJ255,Crown Family Jewellers,202.33
SI-00090857,01/07/2024,31/07/2024,CJ198,Carmen Jewellers,359.90
SI-00090858,01/07/2024,31/07/2024,TLA1150,The Love Alchemy Jewels,0.00
SI-00090859,11/07/2024,10/08/2024,S356,SC- Tighe Jewellery Studio,949.28
SI-00090860,23/07/2024,23/07/2024,AJ075,Argiro Jonathan,"1,122.19"
SI-00090861,02/07/2024,02/07/2024,CJP252,Cristi's Jewellers Pty Ltd,715.37
SI-00090862,02/07/2024,01/08/2024,SFJ1001,Scagnetti Fine Jewellers,134.09
SI-00090863,03/07/2024,02/08/2024,HFJ494,Hogan's Family Jewellers,"1,302.40"
SI-00090864,29/07/2024,29/07/2024,RJC960,Ronald J Crisp Pty Ltd,491.17
SI-00090865,09/07/2024,08/08/2024,I015A,IJC- Robert Cliff Master Jewellers,344.31
SI-00090866,03/07/2024,03/07/2024,RJC960,Ronald J Crisp Pty Ltd,849.93
SI-00090867,03/07/2024,03/07/2024,RJC960,Ronald J Crisp Pty Ltd,126.52
SI-00090868,03/07/2024,03/07/2024,CRJ249,Crea Raphael & Joanne,"1,060.00"
SI-00090869,03/07/2024,02/08/2024,BVJ132,Berwick Village Jewellers,893.47
SI-00090870,03/07/2024,02/08/2024,ISJ509,Ian Sharp Jewellery Craftsmanship,137.30
SI-00090871,03/07/2024,02/08/2024,PP852,Paton's Place,206.97
SI-00090871/1,05/07/2024,04/08/2024,PP852,Paton's Place,18.59
SI-00090872,03/07/2024,02/08/2024,DDJ269,Daniele Designer Jewellers,"1,337.08"
SI-00090873,04/07/2024,04/07/2024,JJW595,The Jeweller & Watchmaker Service Ctr,318.19
SI-00090874,09/07/2024,16/07/2024,CFJ255,Crown Family Jewellers,"3,114.44"
SI-00090876,04/07/2024,03/08/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,279.84
SI-00090877,09/07/2024,08/08/2024,TWJ1167,Tim's Watches & Jewellery,"2,723.46"
SI-00090878,10/07/2024,17/07/2024,FD001,Forever Diamonds Pty Ltd,937.38
SI-00090879,09/07/2024,08/08/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,648.76
SI-00090880,08/07/2024,07/08/2024,SJ1063,Simons Jewellery - Wollongong,"1,400.67"
SI-00090881,08/07/2024,07/08/2024,I010A,IJC- Regency Group Jewellers - Orange,168.50
SI-00090882,08/07/2024,07/08/2024,LBJ652,Leon Baker Jewellers,172.51
SI-00090883,09/07/2024,08/08/2024,RJ957,Romano's Jewellers,189.44
SI-00090884,21/08/2024,21/08/2024,MJD782,MKR Jewellery Design,457.37
SI-00090885,21/08/2024,21/08/2024,RCM001,Robert Cliff Master Jewellers,"1,703.13"
SI-00090886,09/07/2024,09/07/2024,DJ321,DJ Jewellers,172.81
SI-00090887,15/07/2024,14/08/2024,SJ003,Speirs Jewellers,18.59
SI-00090888,09/07/2024,08/08/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,387.51
SI-00090889,10/07/2024,08/08/2024,SJ003,Speirs Jewellers,"4,374.85"
SI-00090890,10/07/2024,09/08/2024,SCJ001,Simon Curwood Jewellers,"12,172.36"
SI-00090891,15/07/2024,15/07/2024,RJC960,Ronald J Crisp Pty Ltd,192.23
SI-00090892,10/07/2024,09/08/2024,AB029,Alex Bros,790.28
SI-00090893,12/07/2024,09/08/2024,SCJ001,Simon Curwood Jewellers,"12,895.81"
SI-00090894,11/07/2024,10/08/2024,SJ003,Speirs Jewellers,"11,599.71"
SI-00090894/1,11/07/2024,10/08/2024,SJ003,Speirs Jewellers,"4,158.00"
SI-00090895,11/07/2024,10/08/2024,SJ003,Speirs Jewellers,"1,387.32"
SI-00090896,15/07/2024,14/08/2024,SFJ1001,Scagnetti Fine Jewellers,667.21
SI-00090897,11/07/2024,10/08/2024,PJM001,P.J. My Gem Fine Jewellers,685.28
SI-00090898,11/07/2024,10/08/2024,PJM001,P.J. My Gem Fine Jewellers,10.80
SI-00090899,12/07/2024,12/07/2024,SJP1087,Starco Jeweller - Penrith,"1,383.55"
SI-00090900,12/07/2024,12/07/2024,JA552,Jewellery Ambre,844.44
SI-00090901,15/07/2024,14/08/2024,S530,SC- Warwick Watchmakers & Jewellers,801.18
SI-00090902,12/07/2024,12/07/2024,HAH001,To Hold and to Have,715.21
SI-00090903,15/07/2024,14/08/2024,I100A,IJC- Hammertons Jewellers,453.12
SI-00090904,15/07/2024,14/08/2024,MDJ002,Mazin's Diamond Jewellers,783.07
SI-00090905,16/07/2024,15/08/2024,BGJ109,B & G Jewellery,164.65
SI-00090906,16/07/2024,16/07/2024,DJ321,DJ Jewellers,"1,125.54"
SI-00090907,16/07/2024,15/08/2024,AJ027,Aldo Jewellers,172.31
SI-00090908,21/08/2024,20/09/2024,MJ708,Mario's Jewellers,"1,347.45"
SI-00090909,17/07/2024,16/08/2024,LBJ652,Leon Baker Jewellers,184.61
SI-00090910,17/07/2024,17/07/2024,AJR001,Atlas Jewellers by Ray,204.83
SI-00090911,19/07/2024,18/08/2024,HJ001,Hall's Jewellers,"2,199.84"
SI-00090912,18/07/2024,17/08/2024,MCG788,Monte Cristo Gems,"1,674.55"
SI-00090913,18/07/2024,17/08/2024,PP852,Paton's Place,610.95
SI-00090914,18/07/2024,17/08/2024,S011,SC- Sandy McKinnon Jewellers,208.48
SI-00090915,19/07/2024,18/08/2024,LBJ652,Leon Baker Jewellers,259.88
SI-00090916,19/07/2024,19/07/2024,EJ365,Evita Jewellery,"3,233.62"
SI-00090917,19/07/2024,18/08/2024,PPJ898,Prime & Pure Jewellery,0.00
SI-00090918,22/07/2024,18/08/2024,KD623,KL Diamonds,955.13
SI-00090919,22/07/2024,18/08/2024,TIJ1175,Top Image Jewellery,371.40
SI-00090920,22/07/2024,21/08/2024,SJ003,Speirs Jewellers,"1,575.10"
SI-00090921,23/07/2024,22/08/2024,DDJ269,Daniele Designer Jewellers,"1,912.10"
SI-00090922,23/07/2024,23/07/2024,DHJ302,Diamond House Jewellery,324.47
SI-00090923,23/07/2024,23/07/2024,DHJ302,Diamond House Jewellery,"1,805.94"
SI-00090924,22/07/2024,22/07/2024,OTJ831,Ori The Jeweller,323.82
SI-00090925,22/07/2024,22/07/2024,OTJ831,Ori The Jeweller,"1,085.27"
SI-00090926,22/07/2024,22/07/2024,EJ002,Esola,143.60
SI-00090927,24/07/2024,24/07/2024,AJ002,Avenue J,674.59
SI-00090928,23/07/2024,22/08/2024,PJW865,Penrith Jewellery Workshop,"1,237.83"
SI-00090929,23/07/2024,22/08/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,200.38
SI-00090930,23/07/2024,22/08/2024,PJM001,P.J. My Gem Fine Jewellers,353.99
SI-00090931,23/07/2024,22/08/2024,BPM139,Bill Proctor Manufacturing Jeweller,"2,798.66"
SI-00090932,23/07/2024,22/08/2024,CMJ223,Class A Manufacturing Jewellers,271.90
SI-00090933,23/07/2024,22/08/2024,S141,SC- Noonan's Showcase Jewellers,594.04
SI-00090934,23/07/2024,22/08/2024,WFJ1237,Williamstown Filigree Jewellers,"4,593.16"
SI-00090935,24/07/2024,23/08/2024,S287,SC- Stearns Showcase Jewellers,"2,504.10"
SI-00090936,24/07/2024,23/08/2024,AB029,Alex Bros,65.50
SI-00090937,24/07/2024,23/08/2024,HFJ494,Hogan's Family Jewellers,0.00
SI-00090938,24/07/2024,24/07/2024,AJ002,Avenue J,"2,523.05"
SI-00090939,24/07/2024,23/08/2024,I101A,IJC- Etheringtons The Jewellers,"2,410.49"
SI-00090940,24/07/2024,23/08/2024,PJW865,Penrith Jewellery Workshop,"1,276.98"
SI-00090941,25/07/2024,24/08/2024,CJ198,Carmen Jewellers,"4,000.24"
SI-00090942,30/07/2024,29/08/2024,FJ381,Flair Jewellery - Kawana,261.35
SI-00090943,25/07/2024,01/08/2024,FD001,Forever Diamonds Pty Ltd,"6,358.51"
SI-00090944,26/07/2024,25/08/2024,DDJ269,Daniele Designer Jewellers,491.83
SI-00090945,30/07/2024,30/07/2024,AC059,Annabelle & Co - Southgate,"3,196.48"
SI-00090946,25/07/2024,24/08/2024,RFJ953,Roberts Family Jewellers,155.13
SI-00090947,30/07/2024,30/07/2024,RJ916,Rainbow Jewellers,"5,307.62"
SI-00090948,25/07/2024,25/07/2024,CAV001,Cavetta,269.10
SI-00090949,25/07/2024,24/08/2024,CJ218,Christos Jewellery,635.17
SI-00090950,25/07/2024,25/07/2024,LJ001,Lorenzo Jewellery,"9,237.47"
SI-00090951,25/07/2024,24/08/2024,S287,SC- Stearns Showcase Jewellers,"2,504.04"
SI-00090952,29/07/2024,25/08/2024,GSJ396,G Salera Jewellers,183.88
SI-00090953,26/07/2024,26/07/2024,GFJ410,Gemara Fine Jewellers,0.00
SI-00090954,26/07/2024,25/08/2024,CMJ223,Class A Manufacturing Jewellers,271.90
SI-00090955,29/07/2024,26/07/2024,RJC960,Ronald J Crisp Pty Ltd,"1,468.15"
SI-00090956,29/07/2024,05/08/2024,FD001,Forever Diamonds Pty Ltd,341.89
SI-00090957,30/07/2024,30/07/2024,SDJ1094,Stephen Dibb Jewellery,522.82
SI-00090958,30/07/2024,29/08/2024,JSD580,John Stone Designer Jeweller,953.15
SI-00090959,29/07/2024,05/08/2024,CFJ255,Crown Family Jewellers,32.61
SI-00090960,29/07/2024,28/08/2024,SJ003,Speirs Jewellers,"1,334.69"
SI-00090961,29/07/2024,28/08/2024,PJM001,P.J. My Gem Fine Jewellers,897.09
SI-00090962,29/07/2024,28/08/2024,PJM001,P.J. My Gem Fine Jewellers,"18,049.26"
SI-00090963,30/07/2024,30/07/2024,OTJ831,Ori The Jeweller,573.39
SI-00090964,30/07/2024,06/08/2024,FD001,Forever Diamonds Pty Ltd,712.89
SI-00090965,30/07/2024,29/08/2024,FJ380,Flair Jewellery - Bribie Island,186.05
SI-00090966,31/07/2024,30/08/2024,I101A,IJC- Etheringtons The Jewellers,"2,123.67"
SI-00090967,31/07/2024,30/08/2024,I100A,IJC- Hammertons Jewellers,"1,158.98"
SI-00090968,31/07/2024,07/08/2024,SGJ1082,St. Germain Jewellers,653.52
SI-00090969,31/07/2024,30/08/2024,MJ685,Macchia Jewellery,188.78
SI-00090970,31/07/2024,30/08/2024,JFJ538,JC Fine Jewellers,"1,474.12"
SI-00090971,31/07/2024,30/08/2024,PJM001,P.J. My Gem Fine Jewellers,643.37
SI-00090972,01/08/2024,31/08/2024,PJW865,Penrith Jewellery Workshop,"1,667.49"
SI-00090973,01/08/2024,01/08/2024,SP1081,St Prin,"1,072.12"
SI-00090974,01/08/2024,01/08/2024,JKJ585,Joseph King Jewellery,327.99
SI-00090975,02/08/2024,31/08/2024,I111A,IJC- My Jewellers,0.00
SI-00090976,01/08/2024,01/08/2024,LJ001,Lorenzo Jewellery,376.70
SI-00090977,01/08/2024,31/08/2024,WFJ1248,Wynnum Fine Jewellers,146.39
SI-00090978,05/08/2024,01/09/2024,SCJ001,Simon Curwood Jewellers,"10,001.41"
SI-00090979,02/08/2024,01/09/2024,WFJ1248,Wynnum Fine Jewellers,"1,441.18"
SI-00090980,02/08/2024,01/09/2024,GCJ432,Gold City Jewellers,"1,590.97"
SI-00090981,02/08/2024,02/08/2024,MJD782,MKR Jewellery Design,657.43
SI-00090982,02/08/2024,01/09/2024,AJ027,Aldo Jewellers,0.00
SI-00090983,02/08/2024,02/08/2024,LRJ679,Luke Rose Jewellery,"1,880.18"
SI-00090984,02/08/2024,01/09/2024,JGW551,Jewellery & Gift Warehouse,659.05
SI-00090985,05/08/2024,05/08/2024,FJ378,Fiorina Jewellers,695.56
SI-00090986,05/08/2024,04/09/2024,RFJ953,Roberts Family Jewellers,302.58
SI-00090987,05/08/2024,12/08/2024,CFJ255,Crown Family Jewellers,"1,049.80"
SI-00090988,06/08/2024,05/09/2024,BGJ109,B & G Jewellery,903.78
SI-00090990,06/08/2024,05/09/2024,AB029,Alex Bros,"3,420.94"
SI-00090991,06/08/2024,06/08/2024,RJC960,Ronald J Crisp Pty Ltd,581.25
SI-00090992,08/08/2024,05/09/2024,AJW093,Atlas Jewellers - Wetherill Park,"1,073.60"
SI-00090993,07/08/2024,05/09/2024,ZNZ1257,Zed N Zed,"2,665.47"
SI-00090994,02/10/2024,06/08/2024,RKB911,R K Barr,"1,225.29"
SI-00090995,07/08/2024,14/08/2024,FD001,Forever Diamonds Pty Ltd,604.50
SI-00090996,07/08/2024,06/09/2024,DDJ269,Daniele Designer Jewellers,602.97
SI-00090997,07/08/2024,07/08/2024,ED001,EC Design,163.83
SI-00090998,08/08/2024,07/09/2024,AJW093,Atlas Jewellers - Wetherill Park,"6,591.29"
SI-00090999,08/08/2024,08/08/2024,TJE1130,Temelli Jewellery Eastland,0.00
SI-00091000,11/11/2024,11/12/2024,AJW093,Atlas Jewellers - Wetherill Park,"2,624.02"
SI-00091001,08/08/2024,08/08/2024,JJW595,The Jeweller & Watchmaker Service Ctr,332.38
SI-00091002,12/08/2024,11/09/2024,S303,SC- Micheli Eurogold,136.50
SI-00091003,08/08/2024,07/09/2024,DDJ269,Daniele Designer Jewellers,450.70
SI-00091004,09/08/2024,08/09/2024,TLA1150,The Love Alchemy Jewels,167.29
SI-00091005,09/08/2024,09/08/2024,LRJ679,Luke Rose Jewellery,323.85
SI-00091006,13/08/2024,12/09/2024,DWJ307,Diamond World Jewellers,"1,674.33"
SI-00091007,09/08/2024,08/09/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,0.00
SI-00091008,14/08/2024,14/08/2024,UFJ1195,Underwoods Fine Jewellers -North Lakes,"1,359.53"
SI-00091009,12/08/2024,12/08/2024,CAV001,Cavetta,165.80
SI-00091010,13/08/2024,12/09/2024,MJ726,Matusik Jewellers,679.75
SI-00091011,12/08/2024,12/08/2024,AWJ032,Alexander Jewellers Pty Ltd,319.10
SI-00091012,12/08/2024,11/09/2024,AB029,Alex Bros,39.00
SI-00091013,12/08/2024,12/08/2024,JDA575,John & Danielle Argiro (Melbourne),"1,540.00"
SI-00091014,12/08/2024,12/08/2024,CAV001,Cavetta,385.81
SI-00091015,14/08/2024,14/08/2024,JDA575,John & Danielle Argiro (Melbourne),940.01
SI-00091016,13/08/2024,13/08/2024,OTJ831,Ori The Jeweller,272.01
SI-00091017,13/08/2024,13/08/2024,OTJ831,Ori The Jeweller,"3,800.01"
SI-00091018,13/08/2024,12/09/2024,DCP317,Diman Co Pty Ltd,141.82
SI-00091019,05/09/2024,12/09/2024,FD001,Forever Diamonds Pty Ltd,661.02
SI-00091020,16/08/2024,15/09/2024,PHJ889,Port Heritage Jewellers,374.93
SI-00091021,14/08/2024,13/09/2024,DLD271,Danny Lee Designs Pty Ltd - Nth Balwyn,356.61
SI-00091022,14/08/2024,13/09/2024,DDJ269,Daniele Designer Jewellers,"1,128.57"
SI-00091023,16/08/2024,16/08/2024,CJ243,Corowa Jewellery,328.58
SI-00091024,15/08/2024,14/09/2024,SJ003,Speirs Jewellers,"3,422.70"
SI-00091025,15/08/2024,14/09/2024,SCJ001,Simon Curwood Jewellers,329.73
SI-00091026,16/08/2024,15/09/2024,M756,Miagem,292.45
SI-00091027,16/08/2024,23/08/2024,MFG702,Maria's Fine Gifts & Jewellery,391.41
SI-00091028,16/08/2024,16/08/2024,SDJ1094,Stephen Dibb Jewellery,706.33
SI-00091029,19/08/2024,19/08/2024,RJC960,Ronald J Crisp Pty Ltd,581.25
SI-00091030,20/08/2024,19/09/2024,BJ117,Barnetts Jewellery,"3,688.03"
SI-00091031,20/08/2024,20/08/2024,SJ002,Staffords Jewellery,"2,772.94"
SI-00091032,20/08/2024,20/08/2024,GCS429,Gold and Coin Shop,"1,910.46"
SI-00091033,20/08/2024,19/09/2024,TAJ1134,The Avenue Jewellery & Gifts,579.23
SI-00091034,21/08/2024,28/08/2024,CFJ255,Crown Family Jewellers,"2,292.87"
SI-00091035,28/08/2024,27/09/2024,VJ1203,Verve Jewellers,414.35
SI-00091036,23/08/2024,21/09/2024,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,"18,720.70"
SI-00091037,21/08/2024,20/09/2024,UJ1197,Unique Jewellers,"2,487.62"
SI-00091038,20/08/2024,19/09/2024,S316,SC- Watson's Jewellers,"1,834.66"
SI-00091039,20/08/2024,19/09/2024,SCJ001,Simon Curwood Jewellers,"2,112.08"
SI-00091040,22/08/2024,22/08/2024,AFJ001,Acacia Fine Jewellers - NSW,"4,849.81"
SI-00091041,22/08/2024,22/08/2024,PJ902,Pristine Jewellers,"2,073.60"
SI-00091042,22/08/2024,22/08/2024,AC059,Annabelle & Co - Southgate,729.82
SI-00091043,21/08/2024,20/09/2024,I020A,IJC- Pettits Jewellers,"2,591.26"
SI-00091044,21/08/2024,20/08/2024,DGJ299,Diamond Globe Jewellers,"3,560.58"
SI-00091045,23/08/2024,21/09/2024,EFJ364,Evert Fine Jewellery,"4,179.90"
SI-00091046,22/08/2024,21/09/2024,S304,SC- Stephens Jewellers,"2,104.25"
SI-00091047,20/08/2024,19/09/2024,I065A,IJC- Villani Jewellers,"1,503.92"
SI-00091048,20/08/2024,19/09/2024,CJ181,Camaruti Jewellers,"4,519.81"
SI-00091050,19/08/2024,19/08/2024,RJ924,Reems Jewellery,378.91
SI-00091051,22/08/2024,21/08/2024,PJ855,Patrico Jewellers,"2,017.20"
SI-00091052,19/08/2024,19/08/2024,CAV001,Cavetta,"1,451.39"
SI-00091053,23/08/2024,22/08/2024,EJ354,Errai Jewellery,"5,229.49"
SI-00091054,20/08/2024,20/08/2024,PS010,Philip Scott,290.00
SI-00091055,20/08/2024,19/09/2024,SIJ001,St Ives Jewellers,"2,094.25"
SI-00091056,29/08/2024,28/09/2024,SCJ992,Santos Customs Jewellers,"2,959.74"
SI-00091057,20/08/2024,19/09/2024,BJ117,Barnetts Jewellery,334.20
SI-00091058,20/08/2024,19/09/2024,BJ117,Barnetts Jewellery,174.16
SI-00091059,20/08/2024,20/08/2024,JES001,Jewellery Studio,350.00
SI-00091060,23/08/2024,20/08/2024,DJ321,DJ Jewellers,0.00
SI-00091061,20/08/2024,20/08/2024,FJ378,Fiorina Jewellers,523.33
SI-00091062,21/08/2024,20/09/2024,S456,SC- My Jewellery Shop PTY LTD,305.97
SI-00091063,23/08/2024,22/08/2024,DJ321,DJ Jewellers,"1,009.83"
SI-00091064,22/08/2024,21/08/2024,RJ924,Reems Jewellery,"7,747.67"
SI-00091065,28/08/2024,27/09/2024,BJ110,Bachini Jewellers,"2,872.96"
SI-00091066,21/08/2024,20/09/2024,DL311,Diamonds 4 Life,"1,398.03"
SI-00091067,21/08/2024,21/08/2024,RJC960,Ronald J Crisp Pty Ltd,352.09
SI-00091068,23/08/2024,20/09/2024,ZNZ1257,Zed N Zed,0.00
SI-00091069,25/10/2024,20/09/2024,S530,SC- Warwick Watchmakers & Jewellers,0.00
SI-00091070,22/08/2024,21/09/2024,LJ675,Lovell Jewellers,"2,247.49"
SI-00091071,22/08/2024,22/08/2024,SJP1087,Starco Jeweller - Penrith,"1,312.29"
SI-00091072,22/08/2024,22/08/2024,MJD782,MKR Jewellery Design,7.23
SI-00091073,26/08/2024,21/09/2024,SCJ001,Simon Curwood Jewellers,"3,244.76"
SI-00091074,22/08/2024,21/09/2024,SJ1063,Simons Jewellery - Wollongong,"1,455.98"
SI-00091075,23/08/2024,22/09/2024,S316,SC- Watson's Jewellers,730.94
SI-00091076,23/08/2024,23/08/2024,RNR954,Rocks N Rings Jewellers,"1,158.39"
SI-00091077,23/08/2024,23/08/2024,RNR954,Rocks N Rings Jewellers,302.82
SI-00091078,23/08/2024,23/08/2024,CJ243,Corowa Jewellery,291.57
SI-00091079,26/08/2024,25/09/2024,AJW093,Atlas Jewellers - Wetherill Park,"2,467.28"
SI-00091080,26/08/2024,25/09/2024,BJ117,Barnetts Jewellery,297.14
SI-00091081,26/08/2024,25/09/2024,CMJ223,Class A Manufacturing Jewellers,196.13
SI-00091082,26/08/2024,25/09/2024,JCJ583,Jon Crosbie Jeweller,593.84
SI-00091083,26/08/2024,25/09/2024,SJ1077,Spearritt's Jewellers,624.34
SI-00091084,26/08/2024,26/08/2024,FJ378,Fiorina Jewellers,729.16
SI-00091085,26/08/2024,25/09/2024,PDJ885,Plaza Diamond Jewellery,941.08
SI-00091086,26/08/2024,25/09/2024,AJW093,Atlas Jewellers - Wetherill Park,323.29
